epoch,train_loss,val_loss,mIoU,macro_F1,OA,lr,iou_Ground,iou_LowVegetation,iou_MedVegetation,iou_HighVegetation,iou_Building,iou_Water,iou_Bridge,iou_Noise
1,1.763328,1.455951,0.159043,0.237372,0.404081,0.00099976,0.188901,0.062891,0.095352,0.623626,0.191611,0.107712,0.002252,0.0
2,1.260991,1.225865,0.200018,0.287882,0.458375,0.00099902,0.191177,0.071251,0.133666,0.703128,0.336368,0.161596,0.002961,0.0
3,1.067265,1.147687,0.229588,0.318262,0.539734,0.0009978,0.244771,0.079124,0.170335,0.820478,0.34973,0.169327,0.002937,0.0
4,0.926691,1.047189,0.256241,0.347948,0.578595,0.0009961,0.30947,0.087898,0.207157,0.843424,0.443025,0.153448,0.00551,0.0
5,0.868212,0.913901,0.283225,0.381463,0.617144,0.00099391,0.411526,0.109677,0.235598,0.821942,0.501049,0.174878,0.011134,0.0
6,0.796389,0.932024,0.289002,0.389301,0.608071,0.00099123,0.372263,0.106373,0.226194,0.848037,0.46832,0.285281,0.005547,0.0
7,0.775889,0.84633,0.273902,0.372325,0.592852,0.00098808,0.351083,0.11707,0.245627,0.826603,0.475608,0.161404,0.01382,0.0
8,0.702637,0.782259,0.316213,0.417218,0.644422,0.00098445,0.420876,0.12061,0.264481,0.85596,0.577681,0.280607,0.009488,0.0
9,0.711784,0.757961,0.309384,0.409582,0.620918,0.00098035,0.372633,0.110637,0.263539,0.854338,0.585746,0.275377,0.012803,0.0
10,0.661017,0.733861,0.331431,0.433908,0.65525,0.00097577,0.437884,0.117367,0.288343,0.861269,0.590365,0.343327,0.01289,0.0
11,0.623602,0.763902,0.354495,0.454717,0.721301,0.00097074,0.54729,0.13166,0.291687,0.885495,0.623888,0.340615,0.015328,0.0
12,0.657498,0.781131,0.325294,0.426151,0.675991,0.00096524,0.513944,0.138489,0.264879,0.841108,0.592332,0.239316,0.012285,0.0
13,0.618703,0.849204,0.321951,0.418988,0.665161,0.00095929,0.466437,0.134506,0.270188,0.855317,0.656345,0.161861,0.030952,0.0
14,0.59426,0.701843,0.350643,0.453808,0.679082,0.00095289,0.468233,0.132601,0.318144,0.876422,0.621955,0.37044,0.017346,0.0
15,0.580961,0.73668,0.364214,0.466108,0.70417,0.00094605,0.510051,0.135688,0.310439,0.889192,0.628605,0.423173,0.016561,0.0
16,0.584792,0.7192,0.34028,0.446557,0.677332,0.00093877,0.522625,0.138266,0.276698,0.817896,0.575266,0.373302,0.018186,0.0
17,0.581351,0.718287,0.374235,0.474025,0.701774,0.00093107,0.508107,0.129685,0.297164,0.883792,0.673456,0.483616,0.018058,0.0
18,0.549589,0.700224,0.33786,0.442058,0.673839,0.00092294,0.492235,0.139954,0.299618,0.840124,0.629219,0.273287,0.028442,0.0
19,0.531486,0.665853,0.349777,0.451485,0.680162,0.0009144,0.465026,0.136197,0.306007,0.880886,0.652937,0.339047,0.018116,0.0
20,0.542181,0.718054,0.345934,0.449163,0.686392,0.00090546,0.482225,0.137844,0.308222,0.872469,0.638682,0.297635,0.030395,0.0
21,0.519909,0.68193,0.367615,0.467425,0.694544,0.00089613,0.480928,0.132206,0.329822,0.895029,0.691997,0.394926,0.016015,0.0
22,0.548337,0.705021,0.359297,0.464235,0.708154,0.0008864,0.557357,0.1507,0.306965,0.847062,0.625433,0.362493,0.024371,0.0
23,0.530061,0.785902,0.341125,0.447474,0.656662,0.0008763,0.462453,0.127463,0.306261,0.85386,0.498924,0.463989,0.01605,0.0
24,0.539927,0.690709,0.372382,0.475858,0.695708,0.00086584,0.516508,0.139605,0.302288,0.859112,0.678513,0.450967,0.032064,0.0
25,0.501572,0.687454,0.398072,0.498627,0.72722,0.00085502,0.566199,0.146801,0.316393,0.875593,0.667628,0.581117,0.030847,0.0
26,0.479973,0.657439,0.378544,0.480901,0.708872,0.00084385,0.544891,0.144651,0.317527,0.868929,0.657205,0.474538,0.020613,0.0
27,0.478033,0.629029,0.387745,0.489821,0.729083,0.00083235,0.5962,0.156388,0.298803,0.851663,0.672274,0.50149,0.025137,0.0
28,0.521869,0.651753,0.394839,0.49341,0.708037,0.00082052,0.531063,0.139996,0.313624,0.876906,0.668134,0.610032,0.018953,0.0
29,0.501111,0.611553,0.392819,0.49356,0.70616,0.00080839,0.518699,0.1383,0.316575,0.879189,0.684668,0.570953,0.034166,0.0
30,0.457982,0.646997,0.406806,0.504435,0.717701,0.00079595,0.575951,0.146573,0.301559,0.846103,0.691691,0.666149,0.026421,0.0
31,0.474525,0.643424,0.394679,0.494199,0.732631,0.00078323,0.560362,0.145669,0.33729,0.897551,0.679185,0.516889,0.020482,0.0
32,0.469608,0.631822,0.423811,0.51956,0.756637,0.00077023,0.617784,0.15496,0.344211,0.890743,0.718391,0.634948,0.029448,0.0
33,0.44892,0.655617,0.405006,0.503614,0.726134,0.00075698,0.569223,0.147609,0.336808,0.875781,0.689655,0.59903,0.021939,0.0
34,0.447525,0.566433,0.409035,0.506671,0.730088,0.00074347,0.574575,0.148246,0.325957,0.875837,0.694079,0.628821,0.024766,0.0
35,0.47116,0.677782,0.363037,0.463669,0.691946,0.00072973,0.468862,0.13447,0.34846,0.898487,0.666608,0.374327,0.013084,0.0
36,0.479448,0.676182,0.403375,0.502101,0.716621,0.00071576,0.546819,0.144824,0.332803,0.875399,0.684373,0.618937,0.023845,0.0
37,0.44804,0.655699,0.428682,0.525269,0.74889,0.00070159,0.599395,0.152963,0.350878,0.891722,0.702707,0.6875,0.044291,0.0
38,0.440076,0.615069,0.420076,0.515006,0.732857,0.00068722,0.577235,0.153362,0.342069,0.881049,0.67069,0.717097,0.019103,0.0
39,0.464061,0.653091,0.389871,0.490825,0.70985,0.00067268,0.513831,0.143331,0.353713,0.892669,0.699632,0.490124,0.025666,0.0
40,0.427928,0.740749,0.408876,0.506695,0.735208,0.00065796,0.573302,0.148181,0.34725,0.891349,0.716221,0.570336,0.024364,0.0
41,0.435457,0.61456,0.424886,0.520088,0.731415,0.0006431,0.572695,0.14798,0.341582,0.880687,0.716846,0.704631,0.03467,0.0
42,0.435955,0.613892,0.420453,0.516366,0.742826,0.0006281,0.575245,0.150733,0.374942,0.902699,0.677756,0.661924,0.020323,0.0
43,0.431737,0.627881,0.42624,0.520635,0.741645,0.00061298,0.596429,0.153146,0.343437,0.880007,0.667916,0.742439,0.026548,0.0
44,0.424368,0.676087,0.439618,0.531284,0.760533,0.00059775,0.62732,0.158258,0.354717,0.89084,0.678068,0.778783,0.028955,0.0
45,0.424203,0.608679,0.426191,0.519167,0.739559,0.00058244,0.569504,0.144481,0.3482,0.904941,0.71051,0.706334,0.025561,0.0
46,0.431861,0.612735,0.426472,0.522109,0.746339,0.00056704,0.590148,0.153322,0.349534,0.893065,0.715106,0.67621,0.03439,0.0
47,0.407898,0.724643,0.449715,0.541612,0.768942,0.00055158,0.638311,0.161193,0.355611,0.893597,0.713385,0.785901,0.049721,0.0
48,0.409001,0.618243,0.428344,0.521941,0.742998,0.00053608,0.602994,0.15587,0.345253,0.878539,0.691396,0.730809,0.021891,0.0
49,0.414597,0.705972,0.40345,0.505103,0.745697,0.00052055,0.608907,0.159015,0.338337,0.871011,0.671058,0.54702,0.032256,0.0
50,0.420228,0.716716,0.426557,0.519815,0.717391,0.000505,0.537577,0.136904,0.344306,0.882768,0.717629,0.756051,0.03722,0.0
51,0.388875,0.696379,0.413733,0.511828,0.72699,0.00048945,0.549076,0.140145,0.348049,0.889394,0.686709,0.658062,0.038429,0.0
52,0.398379,0.593572,0.421625,0.518336,0.742645,0.00047392,0.610014,0.159121,0.325367,0.866279,0.710388,0.669785,0.032048,0.0
53,0.395685,0.641578,0.437456,0.529011,0.747467,0.00045842,0.604297,0.15268,0.344631,0.885301,0.726424,0.755491,0.030826,0.0
54,0.391089,0.665834,0.429698,0.525583,0.747711,0.00044296,0.593141,0.151691,0.357968,0.894476,0.714156,0.685218,0.040937,0.0
55,0.397631,0.651665,0.429843,0.525558,0.739588,0.00042756,0.567106,0.15086,0.373632,0.901836,0.715708,0.690797,0.038807,0.0
56,0.395034,0.599684,0.41923,0.515588,0.735672,0.00041225,0.566422,0.150871,0.366044,0.897383,0.714038,0.634546,0.024535,0.0
57,0.393481,0.677316,0.44685,0.537186,0.746837,0.00039702,0.592546,0.152999,0.358501,0.891371,0.716941,0.820066,0.042379,0.0
58,0.390352,0.684065,0.438543,0.531625,0.748751,0.0003819,0.600285,0.154713,0.354055,0.892967,0.712212,0.754338,0.039777,0.0
59,0.395342,0.638501,0.449617,0.539577,0.757893,0.0003669,0.615045,0.154985,0.368882,0.894093,0.710149,0.81475,0.039028,0.0
60,0.379041,0.655044,0.445965,0.536181,0.746471,0.00035204,0.591533,0.153885,0.355432,0.893711,0.729874,0.803805,0.039483,0.0
61,0.382432,0.65742,0.430144,0.523647,0.73426,0.00033732,0.567955,0.147931,0.351538,0.888605,0.716504,0.736152,0.032471,0.0
62,0.393246,0.686554,0.442827,0.534505,0.757665,0.00032278,0.633046,0.16104,0.327392,0.877058,0.724218,0.778007,0.041856,0.0
63,0.380845,0.774147,0.381965,0.482044,0.734596,0.00030841,0.592281,0.154238,0.333964,0.876569,0.739911,0.319669,0.039088,0.0
64,0.381377,0.686081,0.414781,0.514124,0.752691,0.00029424,0.631978,0.163268,0.32796,0.864153,0.698903,0.598197,0.033792,0.0
65,0.380935,0.651016,0.451024,0.54113,0.752397,0.00028027,0.588698,0.151288,0.378214,0.906473,0.724716,0.812591,0.046209,0.0
66,0.365594,0.648748,0.438396,0.53147,0.752642,0.00026653,0.604167,0.154013,0.359463,0.895466,0.734538,0.721936,0.037582,0.0
67,0.377053,0.695266,0.455034,0.54409,0.760719,0.00025302,0.615592,0.156674,0.369735,0.896926,0.724536,0.832093,0.044718,0.0
68,0.380947,0.697294,0.431918,0.528491,0.752075,0.00023977,0.592588,0.155737,0.373522,0.901957,0.737415,0.649422,0.044703,0.0
69,0.37509,0.574612,0.424964,0.51963,0.737753,0.00022677,0.563353,0.148978,0.371951,0.90275,0.72842,0.659598,0.024665,0.0
70,0.364765,0.606139,0.438684,0.534092,0.757416,0.00021405,0.60739,0.158707,0.373338,0.898675,0.730359,0.694533,0.046471,0.0
71,0.357196,0.706928,0.447855,0.540926,0.768626,0.00020161,0.646174,0.164893,0.348121,0.887004,0.735632,0.749334,0.051681,0.0
72,0.360956,0.647853,0.454735,0.544847,0.758696,0.00018948,0.61211,0.156075,0.364952,0.897477,0.74259,0.811958,0.052717,0.0
73,0.362246,0.760403,0.454211,0.544592,0.754687,0.00017765,0.605736,0.155881,0.361602,0.894075,0.731826,0.82867,0.055898,0.0
74,0.360235,0.635724,0.445258,0.539197,0.754456,0.00016615,0.603254,0.155822,0.371538,0.896461,0.718704,0.762019,0.054269,0.0
75,0.360861,0.691393,0.445987,0.54067,0.760014,0.00015498,0.617925,0.158006,0.365898,0.894461,0.729074,0.742714,0.059819,0.0
76,0.358826,0.640066,0.43269,0.52937,0.75628,0.00014416,0.598068,0.156711,0.385447,0.904705,0.717584,0.657072,0.041935,0.0
77,0.370127,0.671247,0.452832,0.543939,0.764355,0.0001337,0.627773,0.159984,0.369362,0.893812,0.727624,0.795664,0.048442,0.0
78,0.370274,0.671277,0.451419,0.54262,0.753685,0.0001236,0.595225,0.153741,0.377191,0.903343,0.735951,0.794458,0.051446,0.0
79,0.355814,0.658862,0.451342,0.542924,0.763606,0.00011387,0.616032,0.15807,0.379478,0.90408,0.730538,0.77508,0.047463,0.0
80,0.356578,0.705695,0.411119,0.512769,0.763136,0.00010454,0.627962,0.162154,0.367234,0.897787,0.733008,0.444125,0.05668,0.0
81,0.364898,0.701946,0.41976,0.519294,0.748912,9.56e-05,0.598986,0.155315,0.365467,0.894163,0.728659,0.569337,0.046155,0.0
82,0.361746,0.69356,0.431859,0.528868,0.750908,8.706e-05,0.604314,0.155598,0.360495,0.892338,0.723291,0.66974,0.049095,0.0
83,0.35855,0.737486,0.437331,0.533986,0.762556,7.893e-05,0.627126,0.161285,0.364105,0.894229,0.731644,0.668037,0.052225,0.0
84,0.353715,0.633485,0.451826,0.541829,0.754343,7.123e-05,0.596162,0.153527,0.376954,0.904144,0.731897,0.807086,0.044839,0.0
85,0.347877,0.739161,0.422937,0.523012,0.752645,6.395e-05,0.59887,0.155237,0.374396,0.901734,0.735193,0.562079,0.055989,0.0
86,0.348674,0.740834,0.418298,0.518195,0.753003,5.711e-05,0.603041,0.155745,0.373342,0.899845,0.732187,0.53496,0.047269,0.0
87,0.353442,0.663418,0.448962,0.541672,0.758867,5.071e-05,0.611925,0.156976,0.372831,0.897986,0.711735,0.787116,0.053126,0.0
88,0.351567,0.647714,0.447691,0.540234,0.763081,4.476e-05,0.612755,0.159286,0.379941,0.90537,0.735508,0.744118,0.044552,0.0
89,0.35723,0.661149,0.446707,0.540375,0.769132,3.926e-05,0.632004,0.163678,0.376235,0.899207,0.727823,0.728713,0.045993,0.0
90,0.365724,0.708814,0.396709,0.497741,0.742762,3.423e-05,0.583173,0.152463,0.37025,0.900793,0.74353,0.372868,0.050591,0.0
91,0.35051,0.658072,0.454785,0.54576,0.762275,2.965e-05,0.615687,0.157301,0.377194,0.900876,0.725192,0.808463,0.053563,0.0
92,0.351413,0.625997,0.44468,0.539918,0.761924,2.555e-05,0.61744,0.159761,0.374233,0.897832,0.718209,0.73315,0.056813,0.0
93,0.35084,0.610608,0.448579,0.542865,0.770963,2.192e-05,0.630376,0.163045,0.383682,0.904762,0.729914,0.723555,0.053295,0.0
94,0.350116,0.775715,0.399079,0.500154,0.764054,1.877e-05,0.634309,0.162464,0.368388,0.895887,0.729219,0.349271,0.053094,0.0
95,0.353884,0.640534,0.457636,0.548247,0.768055,1.609e-05,0.626091,0.160377,0.379221,0.902481,0.727224,0.811488,0.054208,0.0
96,0.349782,0.66619,0.456125,0.547003,0.758745,1.39e-05,0.605554,0.155453,0.378372,0.903351,0.738325,0.809697,0.058244,0.0
97,0.350734,0.663338,0.444728,0.539563,0.767125,1.22e-05,0.624903,0.161416,0.381593,0.901816,0.722302,0.715577,0.050218,0.0
98,0.355877,0.63851,0.451765,0.543812,0.758194,1.098e-05,0.606639,0.156866,0.376815,0.900575,0.727349,0.791355,0.054518,0.0
99,0.346635,0.635088,0.45254,0.544426,0.763537,1.024e-05,0.617221,0.158734,0.378153,0.902535,0.728392,0.782968,0.05232,0.0
100,0.360714,0.660662,0.451737,0.54371,0.773427,1e-05,0.645373,0.165083,0.371277,0.896059,0.719463,0.770753,0.045889,0.0
